Artist,Album,# Items,Total Time
Bow Wow,Shortie Like Mine (feat. Chris Brown & Johntà A…,1,4:28
Box Car Racer,Box Car Racer,13,41:36:00
Boys Like Girls,Boys Like Girls,13,49:54:00
Boys Like Girls,Crazy World,11,45:08:00
Boys Like Girls,Heavy Heart,6,23:34
Boys Like Girls,Love Drunk (Bonus Track Version),14,54:09:00
Britney Spears,...baby One More Time (Australian Deluxe Edition),16,1:00:38
Britney Spears,Blackout (Japanese Edition),16,1:00:42
Britney Spears,Britney (Uk Deluxe Edition),15,51:21:00
Britney Spears,Britney Jean (Deluxe Edition),15,55:06:00
Britney Spears,Circus (Uk Deluxe Edition),16,57:02:00
Britney Spears,Femme Fatale (Japan Deluxe Edition),17,1:02:25
Britney Spears,The Femme Fatale Tour: Exclusive Remix CD,10,56:27:00
Britney Spears,Glory (Deluxe),23,1:16:49
Britney Spears,In The Zone (Bonus Music Cd),4,15:54
Britney Spears,In The Zone (Japanese Edition),15,57:59:00
Britney Spears,Oops!... I Did It Again (Korean Edition),15,55:38:00
Britney Spears,Pretty Girls - Single,1,2:44
Britney Spears,S&M (Remix) - Single,1,4:17
BROCKHAMPTON,"ROADRUNNER: NEW LIGHT, NEW MACHINE…",17,59:04:00
Broken Social Scene,Broken Social Scene,14,1:03:16
Broken Social Scene,Hug of Thunder,12,52:21:00
Brotha Lynch Hung,Coathanga Strangla,21,1:14:40
Brotha Lynch Hung,Dinner and a Movie,23,1:21:42
Brotha Lynch Hung,EBK4,15,1:00:08
Brotha Lynch Hung,Loaded,14,1:12:14
Brotha Lynch Hung,Lynch By Inch (Suicide Note) [Disc 2],6,24:03:00
Brotha Lynch Hung,"Lynch By Inch, Suicide Note",19,1:14:15
Artist,Album,# Items,Total Time
Brotha Lynch Hung,Season Of Da Siccness (The Resurrection),18,57:16:00
Brotha Lynch Hung,The Virus,17,53:57:00
Bruno Mars,Gorilla (feat. R Kelly and Pharrell) (G-Mix) - Single,1,4:26
Bryson Tiller,A N N I V E R S A R Y (Deluxe),15,45:24:00
BTS,BE,8,28:30:00
BTS,Lights / Boy With Luv - Single,3,12:26
BTS,MAP OF THE SOUL : 7,20,1:14:59
Bubba Sparxxx,The Charm,11,43:34:00
Bubba Sparxxx,"Dark Days, Bright Nights",20,1:07:45
Bubba Sparxxx,Deliverance,15,1:01:52
Bubba Sparxxx,King of Crap,8,22:51
Bubba Sparxxx,Made On McCosh Mill Road,10,37:04:00
Bubba Sparxxx,Pain Management,11,45:10:00
Bubba Sparxxx,Rapper from the Country,11,32:22:00
Bun B,II Trill,18,1:09:48
Bun B,Return of the Trill,14,56:42:00
Bun B,That's Gangsta - Single,1,3:53
Bun B,Trill,17,1:14:02
Bun B,"Trill O.G. ""The Epilogue""",14,55:02:00
Bun B,Trill OG,20,1:19:37
Bun B,TrillStatik,10,28:45:00
Busta Rhymes,The Abstract Dragon,10,31:46:00
Busta Rhymes,The Big Bang,15,58:39:00
Busta Rhymes,Calm Down (feat. Eminem) - Single,1,5:56
Busta Rhymes,Genesis,20,1:17:20
Busta Rhymes,Where I Belong (feat. Mariah Carey) - Single,1,4:12
Busta Rhymes,YUUUU - Single,1,3:33
C-Bo,Animal,13,41:39:00
C-Bo,Cali Connection,14,50:18:00
C-Bo,Enemy of The State,18,1:13:59
C-Bo,The Final Chapter,13,48:52:00
C-Bo,Gas Chamber,13,45:01:00
C-Bo,Life As A Rider,16,57:02:00
Artist,Album,# Items,Total Time
C-Bo,The Mobfather 2 (Organized Crime Edition),16,1:05:50
C-Bo,Money to Burn,15,1:00:43
C-Bo,One Life 2 Live,12,49:09:00
C-Bo,Orca,16,1:03:31
C-Bo,The Problem,13,49:43:00
C-Bo,Tales From The Crypt,12,43:11:00
C-Bo,Til_My_Casket_Drops_(1998),17,1:14:56
Ca$h Out,She Twerkin' - Single,1,2:53
Ca$his,The County Hound 2 (Deluxe Edition),16,1:06:22
Cage the Elephant,Cage the Elephant (Expanded Edition),12,41:08:00
Cage The Elephant,Melophobia,10,37:28:00
Cage The Elephant,Tell Me I'm Pretty,10,38:18:00
Cage The Elephant,"Thank You, Happy Birthday",12,44:43:00
Cage the Elephant,Unpeeled,21,1:20:16
Calvin Harris,By Your Side (feat. Tom Grennan) - Single,1,3:10
Calvin Harris,C.U.B.A - Single,1,4:29
Calvin Harris,Funk Wav Bounces Vol. 1,10,37:45:00
Calvin Harris,How Deep Is Your Love (Remixes) - EP,4,21:28
Calvin Harris,Motion,15,55:57:00
Calvin Harris,Outside (feat. Ellie Goulding) [Remixes] - Single,2,9:52
Calvin Harris,Summer - Single,1,3:45
Calvin Harris,18 Months,15,50:01:00
Cam'Ron,Come Home With Me,15,1:09:20
Cam'ron,Confessions Of Fire,19,1:15:14
Cam'ron,Purple Haze,24,1:17:59
Cam'ron,Purple Haze 2,16,52:49:00
Cam'ron,S.D.E.,19,1:10:48
Cam'ron,Snapped (feat. 2 Chainz) - Single,1,3:01
Cam'ron,Touch The Sky (feat. Wiz Khalifa & Smoke Dza)…,1,4:00
Camila Cabello,Camila,11,37:01:00
Camila Cabello,Consequences (Orchestra) - Single,1,3:02
Camila Cabello,Cry for Me - Single,1,3:09
Camila Cabello,Crying in the Club - Single,1,3:36
Artist,Album,# Items,Total Time
Camila Cabello,Easy - Single,1,3:16
Camila Cabello,Havana (feat. Young Thug) - Single,1,3:37
Camila Cabello,Havana (Live) - Single,1,4:09
Camila Cabello,Havana (Remix) - Single,1,3:19
Camila Cabello,I Have Questions - Single,1,3:42
Camila Cabello,Liar - Single,1,3:27
Camila Cabello,My Oh My (Remix) [feat. DaBaby & Gunna] - Sin…,1,3:00
Camila Cabello,Never Be the Same (feat. Kane Brown) - Single,1,3:46
Camila Cabello,OMG (feat. Quavo) - Single,1,3:49
Camila Cabello,Real Friends (feat. Swae Lee) - Single,1,3:43
Camila Cabello,Romance,14,46:48:00
Camila Cabello,Shameless - Single,1,3:40
Capone-N-Noreaga,Channel 10,17,1:02:02
Capone-N-Noreaga,Lessons,15,51:38:00
Capone-N-Noreaga,The Reunion,19,1:06:17
Capone-N-Noreaga,The War Report,20,1:10:09
Capone-N-Noreaga,The War Report 2,15,1:03:03
Cardi B,"Gangsta Bitch Music, Vol. 1",13,33:17:00
Cardi B,"Gangsta Bitch Music, Vol. 2",10,28:08:00
Cardi B,I Like It (Dillon Francis Remix) - Single,1,3:39
Cardi B,Invasion of Privacy,11,40:43:00
Cardi B,Money - Single,1,3:04
Cardi B,Up - Single,1,2:37
Carly Rae Jepsen,E•MO•TION  (Deluxe),15,54:11:00
Carly Rae Jepsen,Emotion Side B +,9,31:10:00
Carly Rae Jepsen,Kiss (Deluxe Version),17,58:57:00
The Carters,EVERYTHING IS LOVE,9,38:18:00
Cash Cash,"Devil (feat. Busta Rhymes, B.o.B & Neon Hitch)…",1,3:29
Cash Cash,Lightning - EP,4,17:58
Cash Cash,Say It Like You Feel It,19,1:01:06
Cash Cash,Take Me Home (feat. Bebe Rexha) (Acoustic) -…,1,3:05
Cash Money Millionaires,Baller Blockin',19,1:15:03
Cassidy,B.A.R.S. - The Barry Adrian Reese Story,14,1:01:20
Artist,Album,# Items,Total Time
Cassidy,Da Wiseman,11,36:12:00
Cassidy,Split Personality,16,59:08:00
Cassie,Balcony (feat. Young Jeezy) - Single,1,4:39
Cassie,Dope 'n Diamonds,11,46:15:00
Cassie,Is It You - Single,1,3:58
Cassie,King Of Hearts - Single,1,3:37
Cassie,Let's Get Crazy (feat. Akon) - Single,1,3:57
Cassie,Make You A Believer (feat. Jadakiss) - Single,1,4:04
Cassie,Must Be Love (feat. Puff Daddy) - Single,1,4:34
Cassie,Official Girl (feat. Lil' Wayne) - Single,1,4:18
Cassie,Radio (feat. Fabolous) - Single,1,5:14
CeeLo Green,Cee Lo’s Magic Moment,14,51:59:00
CeeLo Green,Fool For You (feat. Melanie Fiona) - Single,1,3:41
CeeLo Green,Heart Blanche,15,53:20:00
CeeLo Green,Music To My Soul - Single,1,2:52
CeeLo Green,Only You (feat. Lauriana Mae) - Single,1,3:59
CeeLo Green,Robin Williams - Single,1,3:30
Celly Cel,Deep Conversation,13,53:21:00
Celly Cel,Dirty Mind,12,49:24:00
Celly Cel,Focused,20,1:03:22
Celly Cel,The G Filez,18,1:15:14
Celly Cel,Heat 4 Yo Azz,13,1:00:37
Celly Cel,It'z Real Out Here,17,1:09:47
Celly Cel,Morphine,18,1:15:17
Celly Cel,"Slaps, Straps & Baseball Hats",16,56:31:00
John Cena & Tha Trademarc,You Can't See Me,17,1:05:28
The Chainsmokers,The Chainsmokers - Bouquet - EP,5,19:45
The Chainsmokers,Closer (feat. Halsey) - Single,1,4:05
The Chainsmokers,Closer (feat. Halsey) [KRYPTON GUYS Remix] -…,1,2:59
The Chainsmokers,Closer (feat. Halsey) [MarcosPoow & Manuel Sa…,1,4:43
The Chainsmokers,Closer (feat. Halsey) [Remixes] {EP},6,23:43
The Chainsmokers,Collage - EP,5,18:50
The Chainsmokers,Don't Let Me Down (feat. Daya) - Single,1,3:28
Artist,Album,# Items,Total Time
The Chainsmokers,Don't Let Me Down (feat. Daya) [Remixes] - EP,4,16:27
The Chainsmokers,Good Intentions (feat. BullySongs) - Single,1,3:29
The Chainsmokers,Let You Go (Mix Show Edit) [feat. Great Good Fi…,1,4:33
The Chainsmokers,Let You Go (Radio Edit) [feat. Great Good Fine…,1,3:39
The Chainsmokers,Memories...Do Not Open,12,43:26:00
The Chainsmokers,New York City (Dash Berlin Remix) - Single,1,3:12
The Chainsmokers,Roses (DeKlein Remix) [feat. Rozes] - Single,1,3:18
The Chainsmokers,Roses (feat. ROZES) [Remixes] - EP,4,12:58
The Chainsmokers,#Selfie - Single,1,3:04
The Chainsmokers,#SELFIE (Instrumental Mix) - Single,1,3:04
The Chainsmokers,Sick Boy,10,32:50:00
The Chainsmokers,Sick Boy - EP,4,13:52
The Chainsmokers,Sick Boy (Remixes),6,19:51
The Chainsmokers,Until You Were Gone (feat. Emily Warren) - Single,1,3:36
The Chainsmokers,Waterbed (feat. Waterbed) - Single,1,3:31
The Chainsmokers,World War Joy...Takeaway,5,17:41
Chamillionaire,End Of A Knife - Single,1,5:38
Chamillionaire,Go Getta - Single,1,4:14
Chamillionaire,Ridin' (feat. Krayzie Bone) - Single,1,5:04
Chamillionaire,The Sound Of Revenge,16,1:11:14
Chamillionaire,Ultimate Victory,20,1:24:06
Chamillionaire,Watching Breaking Bad (feat. Tami Latrell) - Single,1,5:54
Chance the Rapper,The Big Day,22,1:17:21
Chance the Rapper,Coloring Book,14,57:21:00
Chance The Rapper,Somewhere in Paradise (feat. Jeremih & R. Kell…,1,4:07
Chanel West Coast,Miles & Miles - Single,1,3:13
Charles Hamilton,New York Raining (Empire Version) [feat. Rita Or…,1,3:35
Charli XCX,After the Afterparty (feat. Lil Yachty) - Single,1,3:39
Charli XCX,"After the Afterparty (feat. Raye, Stefflon Don & R…",1,3:14
Charli XCX,bitches - Single,1,3:12
Charli XCX,Boom Clap,1,2:49
Charli XCX,Break The Rules (Tiesto Remix) - Single,1,4:25
Charli XCX,Charli,15,50:58:00
Artist,Album,# Items,Total Time
Charli XCX,Doing It (feat. Rita Ora) - Single,2,7:27
Charli XCX,Doing It (feat. Rita Ora) [Remixes] - Single,2,7:23
Charli XCX,Famous - Single,1,3:52
Charli XCX,how i'm feeling now,11,37:05:00
Charli XCX,Pop 2,10,40:33:00
Charli XCX,SUCKER,13,40:32:00
Charli XCX,SuperLove - Single,1,3:13
Charli XCX,True Romance,25,1:42:25
Charli XCX,Vroom Vroom - EP,4,12:19
Charlie Puth,I Warned Myself - Single,1,2:40
Charlie Puth,Magic - Single,1,3:32
Charlie Puth,Nine Track Mind,13,45:01:00
Charlie Puth,Nine Track Mind (Deluxe),1,3:38
Charlie Puth,One Call Away (Acoustic) - Single,1,3:09
Charlie Puth,One Call Away (feat. Tyga) [Remix] - Single,1,3:12
Charlie Puth,One Call Away (Piana-pella) - Single,1,2:24
Charlie Puth,Suffer (Vince Staples & AndreaLo Remix) - Single,1,4:02
Charlie Puth,Tangerine Dreams - Single,1,3:50
Cheat Codes,Between Our Hearts (feat. CXLOE) - Single,1,3:42
Cheat Codes,Do It All Over (feat. Marc E. Bassy) - Single,1,2:54
Cheat Codes,Hate You + Love You (feat. AJ Mitchell) - Single,1,3:19
Cheat Codes,Heaven - Single,1,3:27
Cheat Codes,"HELLRAISERS, Pt. 1",11,33:22:00
Cheat Codes,Highway - Single,1,3:41
Cheat Codes,No Chill (feat. Lil Xxel) - Single,1,2:47
Cheat Codes,"No Service in the Hills (feat. Trippie Redd, black…",1,2:34
Cheat Codes,Stay - Single,1,3:14
Cheat Codes,Washed Up - Single,1,2:55
The Chemical Brothers,Galvanize - Single,1,4:31
Cher Lloyd,Sorry I'm Late,11,37:20:00
Chico & Coolwadda,Wild 'N Tha West,15,51:09:00
Chief Keef,Foreign Cars (feat. Soulja Boy) - Single,1,3:35
Chief Keef,Fuck Rehab (feat. Big Glo) - Single,1,5:09
Artist,Album,# Items,Total Time
Chief Keef,Who Would Ever Thought (feat. Future) - Single,1,2:08
Childish Gambino,Apple Sauce: Fiona Apple Remix Album,6,18:50
Childish Gambino,"Awaken, My Love!",11,49:02:00
Childish Gambino,Because The Internet,19,58:02:00
Childish Gambino,Body So Tight - Single,1,3:36
Childish Gambino,Camp,13,56:13:00
Childish Gambino,A Charlie Brown X-mas EP,5,14:54
Childish Gambino,Culdesac,16,1:01:15
Childish Gambino,Ep - EP,5,20:25
Childish Gambino,I AM JUST A RAPPER,8,28:05:00
Childish Gambino,I AM JUST A RAPPER 2,8,19:54
Childish Gambino,Illin-Noise! The Sufjan Stevens Remix album,14,55:00:00
Childish Gambino,Kauai,7,28:07:00
Childish Gambino,Love Letter in an Unbreakable Bottle,17,57:54:00
Childish Gambino,mc DJ Presents: FUCK YASELVES!,28,1:02:21
Childish Gambino,New Year's Eve Extravaganza Mix,7,1:22:02
Childish Gambino,Poindexter,14,51:37:00
Childish Gambino,Royalty,18,59:27:00
Childish Gambino,S T N  M T N,11,40:34:00
Childish Gambino,Sick Boi,12,39:46:00
Childish Gambino,This Is America - Single,1,3:46
Childish Gambino,Utterances of the Heart,19,1:10:48
Chingy,Jackpot,17,59:28:00
Chingy,Let It Go - Single,1,4:21
Chingy,Paperman - Single,1,3:39
Chingy,Superhero - Single,1,3:59
chloe mk,Fantasy - EP,6,18:15
Choppa,Choppa Style,16,1:11:27
Choppa,She Got It (feat. August Alsina) - Single,1,3:53
Chris Brown,Ayo - Single,1,3:46
Chris Brown,Back To Sleep REMIX (feat. Usher & ZAYN) - Si…,1,4:27
Chris Brown,Fan of a Fan the Album (Deluxe Version),16,1:05:29
Chris Brown,Indigo (Extended),10,35:26:00
Artist,Album,# Items,Total Time
Chris Brown,Liquor - Single,1,3:47
Chris Brown,Loyal (East Coast Version) (feat. Lil' Wayne & Fr…,1,4:24
Chris Brown,Loyal (West Coast Version) (feat. Lil' Wayne & T…,1,4:24
Chris Brown,New Flame (Dave Audé Remix) (feat. Usher) - Si…,1,6:17
Chris Brown,New Flame (feat. Usher & Rick Ross) - Single,1,4:04
Chris Brown,Royalty (Deluxe Version),18,1:06:36
Chris Brown,Who's Gonna (NOBODY) Remix [feat. Keith Sw…,1,4:35
Chris Brown,X (Deluxe Edition),21,1:14:55
Chris Brown,Zero - Single,1,3:34
Christina Aguilera,Back to Basics,22,1:18:44
Christina Aguilera,Bionic (Deluxe Version),24,1:23:11
Christina Aguilera,Change - Single,1,3:07
Christina Aguilera,Christina Aguilera,18,1:12:44
Christina Aguilera,Liberation,15,49:25:00
Christina Aguilera,Lotus,17,1:03:01
Christina Aguilera,Mi Reflejo,11,42:35:00
Christina Aguilera,My Kind of Christmas,11,45:30:00
Christina Aguilera,Not Myself Tonight - Single,1,3:05
Christina Aguilera,Oh Mother - Single,1,3:45
Christina Aguilera,Stripped,20,1:17:46
Christina Aguilera,You Lost Me (Radio Remix) - Single,1,4:20
Christina Milian,Dip It Low - Single,1,3:21
Christina Milian,Rebel - Single,1,4:30
Christina Milian,Say I - Single,1,3:32
Christina Milian,Us Against The World - Single,1,3:59
Christina Milian,We Ain't Worried - Single,1,2:54
Christina Milian,4U - EP,4,15:04
Chromatics,Blue Girl,5,20:22
Chromatics,Cherry (Deluxe),18,1:21:16
Chromatics,In Shining Violence,15,50:43:00
Chromatics,Nite,7,34:51:00
Chromatics,Shadow,6,35:21:00
Chromatics,Streets of Fire - Single,2,8:16
Artist,Album,# Items,Total Time
Chromatics,TOY,3,11:31
Chromeo,Come Alive Remixes (feat. Toro Y Moi) - Single,3,18:37
Chromeo,Jealous (I Ain't With It) (The Chainsmokers Remi…,1,3:49
Chromeo,White Women,4,17:59
CHVRCHES,The Bones of What You Beileve,1,3:54
CHVRCHES,The Bones of What You Beileve,15,1:03:35
CHVRCHES,DEATH STRANDING: Timefall (Original Music fr…,1,5:19
CHVRCHES,Every Open Eye,11,42:04:00
CHVRCHES,Forever (Separate But Together) - Single,1,3:41
CHVRCHES,He Said She Said - Single,1,3:09
CHVRCHES,Love Is Dead,13,49:11:00
CHVRCHES,Miracle (The Remixes) - EP,4,16:27
CHVRCHES,Out of My Head (feat. Wednesday Campanella) -…,1,3:18
CHVRCHES,Screen Violence,1,5:31
CHVRCHES,Warning Call (Theme from Mirror’s Edge Catalys…,1,4:32
Ciara,Goodies,13,50:16:00
Ciara,Jackie (Deluxe),16,1:02:52
City Girls,Girl Code,13,34:21:00
City Girls,PERIOD,16,43:41:00
Clinton Sparks,Stay With You Tonight (feat. Riff Raff) - Single,1,2:45
Clipse,Hell Hath No Fury,12,48:47:00
Clipse,I'm Good (feat. Pharrell Williams) - Single,1,4:22
Clipse,Kinda Like A Big Deal (feat. Kanye West) - Single,1,3:27
Clipse,Lord Willin',18,1:16:40
Clipse,Mr. Me Too (feat. Pharrell Williams) - Single,1,3:42
Clipse,Til the Casket Drops,13,51:49:00
Clyde Carson,Playboy,10,25:29:00
Cobra Starship,Never Been In Love (feat. Icona Pop) - Single,1,3:43
Cold War Kids,Hold My Home,11,39:32:00
Cold War Kids,LA DIVINE,14,43:21:00
Cold War Kids,Loyalty To Loyalty,13,46:47:00
Cold War Kids,Mine Is Yours (Deluxe Version),14,59:21:00
Cold War Kids,Robbers & Cowards,12,52:29:00
Artist,Album,# Items,Total Time
Coldplay,Ghost Stories,9,42:42:00
Coldplay,Mylo Xyloto,14,44:10:00
Coldplay,X&Y,13,1:02:06
Common,Be,11,42:36:00
Common,Can I Borrow A Dollar?,13,49:37:00
Common,The Dreamer / The Believer,12,51:07:00
Common,Electric Circus,14,1:17:27
Common,Finding Forever,13,53:05:00
Common,Kingdom (feat. Vince Staples) - Single,1,6:24
Common,Let Love,11,46:44:00
Common,Like Water For Chocolate,16,1:17:43
Common,Nobody's Smiling (Deluxe Edition),13,52:45:00
Common,One Day It'll All Make Sense,17,1:10:16
Common,Resurrection,15,54:24:00
Common,Universal Mind Control,10,38:12:00
Connflicts,Out Of Here (feat. zoahh)- Single,1,3:01
Coolio,El Cool Magnifico,15,1:02:38
Coolio,From the Bottom 2 the Top,11,46:20:00
Coolio,Gangsta's Paradise,17,1:04:27
COOLIO,IT TAKES A THIEF,16,1:00:59
Coolio,My Soul,16,58:44:00
Coolio,The Return Of The Gangsta,18,55:56:00
Coolio,Steal Hear,15,1:01:51
Crookers,Day 'N' Nite (Crookers Remix) - Single,1,4:41
Crookers,I Just Can't (feat. Jeremih) [Radio Edit] - Single,1,2:38
Crystal Castles,Crystal Castles,16,51:15:00
Crystal Castles,(II),14,52:57:00
Crystal Castles,(III),12,39:37:00
The Crystal Method,The Crystal Method,11,49:16:00
Culture Club,Colour by Numbers,15,54:32:00
Culture Club,Kissing to Be Clever,13,50:00:00
Culture Club,Waking Up With The House On Fi,14,53:52:00
Curren$y,Bottom of the Bottle (feat. August Alsina & Lil Wa…,1,3:59
Artist,Album,# Items,Total Time
Curren$y,Collection Agency,10,23:58
Curren$y,Even More Saturday Night Car Tunes - EP,5,15:06
Curren$y,Welcome to Jet Life Recordings,10,29:45:00
Cyndi Lauper,She's So Unusual: A 30th Anniversary Celebratio…,22,1:34:57
Cyndi Lauper,True Colors,11,42:37:00
Cypress Hill,Black Sunday,14,43:48:00
Cypress Hill,Cypress Hill,16,46:54:00
Cypress Hill,Elephants on Acid,21,52:00:00
Cypress Hill,III: Temples of Boom,16,1:16:59
Cypress Hill,IV (1998),17,1:11:23
Cypress Hill,Rise Up,15,58:19:00
Cypress Hill,Skull And Bones,17,1:04:36
Cypress Hill,Till Death Do Us Part (2004),16,49:44:00
D12,D12 World,21,1:18:02
D12,"Detroit, What? (Promo Tape)",13,16:51
D12,Devils Night,22,1:29:57
D12,How Come - Single,1,4:41
D12,Return Of The Dozen,21,1:19:59
D12,Return of the Dozen Volume 2,20,1:17:50
D12,The Underground EP,10,49:22:00
DaBaby,Baby on Baby,13,31:42:00
DaBaby,BLAME IT ON BABY,13,33:40:00
DaBaby,KIRK,13,35:16:00
DaBaby,My Brother's Keeper (Long Live G),7,19:15
Daddy Yankee,Con Calma (feat. Snow) - Single,1,3:13
Daddy Yankee,King Daddy,11,35:55:00
Daddy Yankee,This Is Not A Love Song (feat. Duncan) - Single,1,3:13
Daddy Yankee,Vaivén - Single,1,3:44
Daft Punk,Alive 1997,1,45:31:00
Daft Punk,Alive 2007,13,1:24:00
Daft Punk,Da Funk - Single,3,16:16
Daft Punk,Daft Club,14,1:13:23
Daft Punk,Digital Love - EP,3,14:02
Artist,Album,# Items,Total Time
Daft Punk,Discovery,14,1:00:58
Daft Punk,Get Lucky (feat. Pharrell Williams) [Daft Punk Re…,1,10:33
Daft Punk,Get Lucky (Radio Edit) [feat. Pharrell Williams] -…,1,4:08
Daft Punk,Harder Better Faster Stronger - EP,4,22:52
Daft Punk,Harder Better Faster Stronger (Radio Edit) [Live]…,1,3:34
Daft Punk,Homework,16,1:13:54
Daft Punk,Human After All,10,45:37:00
Daft Punk,"Musique, Vol. 1 (1993 - 2005)",15,1:14:57
Daft Punk,One More Time - EP,3,17:16
Daft Punk,Random Access Memories,13,1:14:34
Daft Punk,Revolution 909 - EP,1,3:46
Daft Punk,Robot Rock - EP,4,20:22
Daft Punk,Robot Rock (feat. Jack Mostro & Ginotonico) - Si…,1,4:03
Daft Punk,Something About Us - EP,4,18:26
Daft Punk,TRON: Legacy,24,1:04:54
Daft Punk,TRON: Legacy Reconfigured,15,1:17:51
Dan + Shay,Dan + Shay,11,35:20:00
DaniLeigh,Cravin (feat. G-Eazy) - Single,1,2:59
DaniLeigh,Easy (Remix) [feat. Chris Brown] - Single,1,3:07
DaniLeigh,In My Feelings,5,14:48
DaniLeigh,Levi High (feat. DaBaby) - Single,1,2:23
DaniLeigh,Monique - Single,1,2:25
DaniLeigh,MOVIE,16,43:33:00
DaniLeigh,My Present - EP,4,8:05
DaniLeigh,The Plan,13,35:33:00
DaniLeigh,Summer With Friends,7,21:10
Danity Kane,Lemonade (feat. Tyga) - Single,1,4:25
Danny Wolf & Lil Baby,Slidin - Single,1,3:03
David Banner,The God Box,15,56:06:00
David Banner,The Greatest Story Ever Told,22,1:18:03
David Guetta,Ain't A Party (feat. Harrison) (Radio Edit) - Single,1,3:15
David Guetta,Bad (feat. Vassy) (Radio Edit) - Single,1,2:51
David Guetta,Bang My Head (feat. Sia) [Remixes EP],7,34:32:00
Artist,Album,# Items,Total Time
David Guetta,Clap Your Hands - Single,1,3:56
David Guetta,"Dangerous, Pt. 2 (feat. Trey Songz, Chris Brown…",1,3:33
David Guetta,Dirty Sexy Money (feat. Charli XCX & French Mo…,1,2:53
David Guetta,Gettin' Over You (feat. Fergie & LMFAO) - Single,1,3:08
David Guetta,I Wanna Go Crazy (feat. Will.I.Am) - Single,1,3:24
David Guetta,Listen (Deluxe),20,1:10:45
David Guetta,Love Is Gone - Single,1,3:11
David Guetta,Lovers On The Sun - EP,4,12:33
David Guetta,Lovers On The Sun (feat. Sam Martin) - Single,1,3:24
David Guetta,Memories (feat. Kid Cudi) - Single,1,3:31
David Guetta,One Love (feat. Estelle) - Single,1,4:01
David Guetta,Sexy Bitch (feat. Akon) - Single,1,3:16
David Guetta,Sun Goes Down (feat. MAGIC! & Sonny Wilson)…,6,26:42:00
David Guetta,What I Did for Love (feat. Namie Amuro) - Single,1,3:28
David Guetta,When Love Takes Over (feat. Kelly Rowland) - Si…,1,3:09
David Guetta,Who's That Chick? (feat. Rihanna) - Single,1,3:19
David Guetta,7,27,1:29:17
Daya,Bad Girl - Single,1,3:07
Daya,The Difference - EP,6,18:37
Daya,First Time - Single,1,2:27
Daya,Montana - Single,3,9:17
Daz Dillinger,Cuzznz,14,53:54:00
Daz Dillinger,D.A.Z.,13,51:35:00
Daz Dillinger,DPGC: U Know What I'm Throwin' Up,31,1:18:07
Daz Dillinger,Gangsta Crunk,13,47:12:00
Daz Dillinger,Gangsta Party,15,53:44:00
Daz Dillinger,So So Gangsta,12,49:01:00
Daz Dillinger,I Got Love in These Streetz,18,1:04:51
Daz Dillinger,Matter of Dayz,10,42:31:00
Daz Dillinger,Only on the Left Side,17,1:12:44
Daz Dillinger,Public Enemiez,12,52:03:00
Daz Dillinger,R.A.W.,21,1:14:11
Daz Dillinger,"Retaliation, Revenge and Get Back",16,1:14:58
